Source,Target,Weight,Type
加强公众教育和培训,改善相关行业或系统,40.49074007472409,Regular
加强公众教育和培训,呼吁社会关注,42.454717520732125,Regular
加强公众教育和培训,担心公共安全,114.8642896929608,Regular
加强公众教育和培训,社会风险正在增加,43.148009828262644,Regular
加强公众教育和培训,企业/机构责任缺位,4.276666119016055,Regular
加强公众教育和培训,人为操作失误,35.6961864178725,Regular
加强公众教育和培训,长期积累的问题爆发,16.293846165665702,Regular
加强公众教育和培训,制度问题,8.737452587550585,Regular
加强公众教育和培训,政府监管不力,4.330733340286331,Regular
加强公众教育和培训,法律法规不完善,5.438079308923196,Regular
加强公众教育和培训,对未来感到不安,21.288314010718548,Regular
加强公众教育和培训,需要公开透明,12.125079486320642,Regular
加强公众教育和培训,政府应加强监管,8.044305406990638,Regular
加强公众教育和培训,推动法律法规完善,0.0,Regular
加强公众教育和培训,加强公众教育和培训,12.92269218227526,Loop
加强公众教育和培训,需要追责问责,0.0,Regular
加强公众教育和培训,经济风险正在增加,0.0,Regular
管理不到位,企业/机构责任缺位,142.2437257782893,Regular
管理不到位,政府监管不力,162.72031608341547,Regular
管理不到位,人为操作失误,80.12082891921409,Regular
管理不到位,长期积累的问题爆发,105.55656548670105,Regular
管理不到位,担心公共安全,291.6966557443924,Regular
管理不到位,社会风险正在增加,113.73277888228434,Regular
管理不到位,需要追责问责,197.59996115800183,Regular
管理不到位,改善相关行业或系统,133.77293098711885,Regular
管理不到位,政府应加强监管,212.84358968700963,Regular
管理不到位,需要公开透明,159.55279465182582,Regular
管理不到位,对未来感到不安,63.62124327611962,Regular
管理不到位,信息披露不及时,139.8613310709531,Regular
管理不到位,制度问题,178.1035314303283,Regular
管理不到位,支持政策改进,105.89941187091738,Regular
管理不到位,呼吁社会关注,64.28534254544604,Regular
管理不到位,对信息不透明感到焦虑,66.69885575024027,Regular
管理不到位,推动法律法规完善,46.30700849146218,Regular
管理不到位,提升应急能力,75.24958423484004,Regular
管理不到位,法律法规不完善,45.65292309220069,Regular
管理不到位,技术手段不足,63.01360341555819,Regular
管理不到位,加强信息发布和科普,26.89514291982669,Regular
管理不到位,经济风险正在增加,15.032240048671182,Regular
管理不到位,外部因素影响,10.999897417649038,Regular
管理不到位,环境风险正在增加,1.0986122886681098,Regular
企业/机构责任缺位,政府监管不力,46.315185090343434,Regular
企业/机构责任缺位,人为操作失误,35.04455764546603,Regular
企业/机构责任缺位,长期积累的问题爆发,30.856742483736298,Regular
企业/机构责任缺位,担心公共安全,62.76658261234136,Regular
企业/机构责任缺位,社会风险正在增加,37.21834030755409,Regular
企业/机构责任缺位,需要追责问责,96.97571790203745,Regular
企业/机构责任缺位,改善相关行业或系统,42.30987415049173,Regular
企业/机构责任缺位,政府应加强监管,77.92647376141662,Regular
企业/机构责任缺位,需要公开透明,84.78867641326887,Regular
企业/机构责任缺位,对未来感到不安,17.094241956065662,Regular
企业/机构责任缺位,技术手段不足,6.222576268071369,Regular
企业/机构责任缺位,信息披露不及时,64.54212039185268,Regular
企业/机构责任缺位,对信息不透明感到焦虑,14.76097166713821,Regular
企业/机构责任缺位,支持政策改进,22.046777216666708,Regular
企业/机构责任缺位,制度问题,32.2681295374679,Regular
企业/机构责任缺位,推动法律法规完善,8.019612794400267,Regular
企业/机构责任缺位,法律法规不完善,5.717027701406222,Regular
企业/机构责任缺位,呼吁社会关注,26.63124094321473,Regular
企业/机构责任缺位,经济风险正在增加,4.718498871295094,Regular
企业/机构责任缺位,提升应急能力,18.867161875755905,Regular
企业/机构责任缺位,环境风险正在增加,0.6931471805599453,Regular
企业/机构责任缺位,加强信息发布和科普,8.006367567650246,Regular
企业/机构责任缺位,企业/机构责任缺位,2.3978952727983707,Loop
政府监管不力,人为操作失误,18.2776931246708,Regular
政府监管不力,长期积累的问题爆发,47.03141504774972,Regular
政府监管不力,担心公共安全,103.07746430455614,Regular
政府监管不力,社会风险正在增加,46.84305406905113,Regular
政府监管不力,需要追责问责,94.42137547833107,Regular
政府监管不力,改善相关行业或系统,71.2657818600076,Regular
政府监管不力,政府应加强监管,143.48484342207692,Regular
政府监管不力,需要公开透明,81.05100970304179,Regular
政府监管不力,信息披露不及时,45.714710735546426,Regular
政府监管不力,制度问题,55.965113748118746,Regular
政府监管不力,支持政策改进,42.933959233629054,Regular
政府监管不力,推动法律法规完善,35.764618773218494,Regular
政府监管不力,提升应急能力,32.132075121512486,Regular
政府监管不力,法律法规不完善,26.268986534837115,Regular
政府监管不力,对未来感到不安,14.951084599999719,Regular
政府监管不力,经济风险正在增加,5.2574953720277815,Regular
政府监管不力,对信息不透明感到焦虑,21.25714526777962,Regular
政府监管不力,呼吁社会关注,17.743469902690773,Regular
政府监管不力,加强信息发布和科普,16.20830191884447,Regular
政府监管不力,技术手段不足,14.087750512266307,Regular
政府监管不力,外部因素影响,0.0,Regular
政府监管不力,政府监管不力,0.6931471805599453,Loop
人为操作失误,长期积累的问题爆发,49.26030297808471,Regular
人为操作失误,担心公共安全,105.67182489673918,Regular
人为操作失误,社会风险正在增加,35.7912959623637,Regular
人为操作失误,需要追责问责,63.595158842698446,Regular
人为操作失误,改善相关行业或系统,34.02197383825458,Regular
人为操作失误,政府应加强监管,37.540363585712065,Regular
人为操作失误,需要公开透明,29.303130632855314,Regular
人为操作失误,技术手段不足,8.03268487596762,Regular
人为操作失误,呼吁社会关注,33.595140821943446,Regular
人为操作失误,支持政策改进,33.88381476544706,Regular
人为操作失误,推动法律法规完善,6.815639990074331,Regular
人为操作失误,制度问题,8.419800845407588,Regular
人为操作失误,对信息不透明感到焦虑,8.714403360703942,Regular
人为操作失误,信息披露不及时,25.52705919346559,Regular
人为操作失误,外部因素影响,6.234410725718371,Regular
人为操作失误,人为操作失误,13.420866688487694,Loop
人为操作失误,提升应急能力,26.82040440704366,Regular
人为操作失误,加强信息发布和科普,7.662937850461535,Regular
人为操作失误,法律法规不完善,8.479698986988657,Regular
人为操作失误,对未来感到不安,11.35837470512163,Regular
人为操作失误,环境风险正在增加,5.971261839790462,Regular
人为操作失误,经济风险正在增加,5.278114659230517,Regular
长期积累的问题爆发,担心公共安全,109.07199421185177,Regular
长期积累的问题爆发,社会风险正在增加,66.31355627779404,Regular
长期积累的问题爆发,需要追责问责,49.71120431890178,Regular
长期积累的问题爆发,改善相关行业或系统,73.75118321357277,Regular
长期积累的问题爆发,政府应加强监管,65.5389737197878,Regular
长期积累的问题爆发,需要公开透明,28.528400149647588,Regular
长期积累的问题爆发,对未来感到不安,37.79409755292424,Regular
长期积累的问题爆发,制度问题,62.961236646737895,Regular
长期积累的问题爆发,推动法律法规完善,20.603285909890303,Regular
长期积累的问题爆发,支持政策改进,26.468420845620184,Regular
长期积累的问题爆发,提升应急能力,39.53115482521458,Regular
长期积累的问题爆发,经济风险正在增加,14.359712155313973,Regular
长期积累的问题爆发,技术手段不足,17.96357046903049,Regular
长期积累的问题爆发,呼吁社会关注,10.260987156349415,Regular
长期积累的问题爆发,对信息不透明感到焦虑,3.8501476017100584,Regular
长期积累的问题爆发,信息披露不及时,32.18897181266061,Regular
长期积累的问题爆发,法律法规不完善,6.385194398997726,Regular
长期积累的问题爆发,长期积累的问题爆发,0.0,Loop
长期积累的问题爆发,环境风险正在增加,11.318369370507929,Regular
长期积累的问题爆发,外部因素影响,5.634789603169249,Regular
长期积累的问题爆发,加强信息发布和科普,12.113957356622368,Regular
担心公共安全,社会风险正在增加,222.70519470347088,Regular
担心公共安全,需要追责问责,94.90243903159156,Regular
担心公共安全,改善相关行业或系统,191.6162731912491,Regular
担心公共安全,政府应加强监管,130.87874607956815,Regular
担心公共安全,提升应急能力,197.3169404388048,Regular
担心公共安全,呼吁社会关注,265.50440515494677,Regular
担心公共安全,对未来感到不安,210.86979743561625,Regular
担心公共安全,制度问题,111.38265828912824,Regular
担心公共安全,需要公开透明,124.45801136238376,Regular
担心公共安全,支持政策改进,208.7678463151848,Regular
担心公共安全,信息披露不及时,78.80749250247386,Regular
担心公共安全,环境风险正在增加,23.820092258139063,Regular
担心公共安全,加强信息发布和科普,60.438926152194654,Regular
担心公共安全,对信息不透明感到焦虑,71.08680443392826,Regular
担心公共安全,技术手段不足,64.97492890396614,Regular
担心公共安全,经济风险正在增加,11.788372999753665,Regular
担心公共安全,外部因素影响,27.676349397089922,Regular
担心公共安全,法律法规不完善,33.16141442086491,Regular
担心公共安全,推动法律法规完善,33.371485890611766,Regular
担心公共安全,归因信念类,2.3978952727983707,Regular
担心公共安全,担心公共安全,8.36053938137086,Loop
社会风险正在增加,需要追责问责,46.531143837836574,Regular
社会风险正在增加,改善相关行业或系统,72.50319304328919,Regular
社会风险正在增加,政府应加强监管,57.141766833392815,Regular
社会风险正在增加,制度问题,53.115865570815224,Regular
社会风险正在增加,需要公开透明,45.49834528661109,Regular
社会风险正在增加,支持政策改进,48.8761162884945,Regular
社会风险正在增加,环境风险正在增加,9.584108393341092,Regular
社会风险正在增加,法律法规不完善,22.108988002393577,Regular
社会风险正在增加,推动法律法规完善,18.39379123996227,Regular
社会风险正在增加,对未来感到不安,26.935262913616114,Regular
社会风险正在增加,经济风险正在增加,8.877381954654766,Regular
社会风险正在增加,提升应急能力,56.33751747369195,Regular
社会风险正在增加,技术手段不足,18.6301800180265,Regular
社会风险正在增加,呼吁社会关注,34.56392084172454,Regular
社会风险正在增加,对信息不透明感到焦虑,7.433666540166168,Regular
社会风险正在增加,信息披露不及时,23.471773082014526,Regular
社会风险正在增加,加强信息发布和科普,19.864141518880203,Regular
社会风险正在增加,外部因素影响,13.731363438705644,Regular
需要追责问责,改善相关行业或系统,51.13945051047723,Regular
需要追责问责,政府应加强监管,129.42157905142892,Regular
需要追责问责,需要公开透明,93.27712960070654,Regular
需要追责问责,呼吁社会关注,52.809681995972326,Regular
需要追责问责,支持政策改进,56.1084726417658,Regular
需要追责问责,制度问题,68.62045775652649,Regular
需要追责问责,推动法律法规完善,32.03423006080417,Regular
需要追责问责,法律法规不完善,33.69224951487732,Regular
需要追责问责,外部因素影响,0.0,Regular
需要追责问责,技术手段不足,11.203542965539109,Regular
需要追责问责,提升应急能力,13.9597840471207,Regular
需要追责问责,加强信息发布和科普,10.545341438708522,Regular
需要追责问责,对信息不透明感到焦虑,23.872613046842744,Regular
需要追责问责,信息披露不及时,66.09075993204817,Regular
需要追责问责,对未来感到不安,7.272398392570047,Regular
需要追责问责,需要追责问责,0.6931471805599453,Loop
需要追责问责,经济风险正在增加,1.791759469228055,Regular
改善相关行业或系统,政府应加强监管,99.15887589280298,Regular
改善相关行业或系统,提升应急能力,187.3160479041083,Regular
改善相关行业或系统,经济风险正在增加,2.6390573296152584,Regular
改善相关行业或系统,需要公开透明,52.5584774163868,Regular
改善相关行业或系统,对未来感到不安,46.950446129751455,Regular
改善相关行业或系统,支持政策改进,222.3888663885944,Regular
改善相关行业或系统,信息披露不及时,18.42369380013614,Regular
改善相关行业或系统,对信息不透明感到焦虑,13.517596314946244,Regular
改善相关行业或系统,推动法律法规完善,34.59412398915706,Regular
改善相关行业或系统,呼吁社会关注,76.56130438685175,Regular
改善相关行业或系统,环境风险正在增加,4.430816798843313,Regular
改善相关行业或系统,制度问题,73.40926223193316,Regular
改善相关行业或系统,改善相关行业或系统,13.229271494908408,Loop
改善相关行业或系统,加强信息发布和科普,25.934116294111142,Regular
改善相关行业或系统,技术手段不足,38.32290269126927,Regular
改善相关行业或系统,法律法规不完善,22.24377785447046,Regular
政府应加强监管,需要公开透明,121.561473048599,Regular
政府应加强监管,提升应急能力,48.22973946759827,Regular
政府应加强监管,制度问题,82.83130206960456,Regular
政府应加强监管,支持政策改进,64.22565855218865,Regular
政府应加强监管,信息披露不及时,55.88374429861018,Regular
政府应加强监管,推动法律法规完善,33.97285930399044,Regular
政府应加强监管,法律法规不完善,34.96072109572835,Regular
政府应加强监管,对未来感到不安,21.306215221047783,Regular
政府应加强监管,加强信息发布和科普,13.435713196604688,Regular
政府应加强监管,技术手段不足,29.81520069971474,Regular
政府应加强监管,呼吁社会关注,12.331823850835734,Regular
政府应加强监管,对信息不透明感到焦虑,21.821342382129604,Regular
政府应加强监管,经济风险正在增加,0.0,Regular
加强信息发布和科普,呼吁社会关注,36.523432413863674,Regular
加强信息发布和科普,提升应急能力,59.01443819304834,Regular
加强信息发布和科普,需要公开透明,56.291826801725854,Regular
加强信息发布和科普,支持政策改进,34.93092467016602,Regular
加强信息发布和科普,对信息不透明感到焦虑,17.680291001069243,Regular
加强信息发布和科普,技术手段不足,12.938132799588718,Regular
加强信息发布和科普,信息披露不及时,24.652149924034887,Regular
加强信息发布和科普,对未来感到不安,10.89228497519703,Regular
加强信息发布和科普,外部因素影响,9.213535262872702,Regular
加强信息发布和科普,加强信息发布和科普,1.0986122886681098,Loop
加强信息发布和科普,制度问题,6.214608098422191,Regular
加强信息发布和科普,推动法律法规完善,8.019612794400267,Regular
加强信息发布和科普,环境风险正在增加,6.461468176353717,Regular
提升应急能力,呼吁社会关注,42.73497023580478,Regular
提升应急能力,对未来感到不安,31.1441380369177,Regular
提升应急能力,需要公开透明,31.653071149707948,Regular
提升应急能力,支持政策改进,88.72110661567116,Regular
提升应急能力,提升应急能力,37.33865617904136,Loop
提升应急能力,对信息不透明感到焦虑,6.356107660695891,Regular
提升应急能力,技术手段不足,37.168579795587156,Regular
提升应急能力,信息披露不及时,20.77014698009419,Regular
提升应急能力,环境风险正在增加,8.712759974960212,Regular
提升应急能力,制度问题,35.808532055627865,Regular
提升应急能力,推动法律法规完善,18.447858461232542,Regular
提升应急能力,法律法规不完善,7.483806687665836,Regular
经济风险正在增加,对未来感到不安,9.908276069267924,Regular
经济风险正在增加,制度问题,7.135687347028144,Regular
经济风险正在增加,法律法规不完善,1.3862943611198906,Regular
经济风险正在增加,支持政策改进,5.2574953720277815,Regular
经济风险正在增加,环境风险正在增加,5.278114659230517,Regular
经济风险正在增加,需要公开透明,2.0794415416798357,Regular
经济风险正在增加,信息披露不及时,3.465735902799726,Regular
经济风险正在增加,外部因素影响,3.465735902799726,Regular
经济风险正在增加,技术手段不足,0.6931471805599453,Regular
经济风险正在增加,呼吁社会关注,1.3862943611198906,Regular
经济风险正在增加,经济风险正在增加,0.0,Loop
呼吁社会关注,制度问题,43.37149075042721,Regular
呼吁社会关注,对未来感到不安,61.849476033536064,Regular
呼吁社会关注,支持政策改进,174.15476631842049,Regular
呼吁社会关注,呼吁社会关注,131.3970599301388,Loop
呼吁社会关注,环境风险正在增加,3.465735902799726,Regular
呼吁社会关注,信息披露不及时,40.10038043237854,Regular
呼吁社会关注,对信息不透明感到焦虑,14.293482356859187,Regular
呼吁社会关注,法律法规不完善,12.444774535760235,Regular
呼吁社会关注,推动法律法规完善,8.616133139271142,Regular
呼吁社会关注,需要公开透明,57.76785184717904,Regular
呼吁社会关注,技术手段不足,2.3978952727983707,Regular
呼吁社会关注,外部因素影响,7.600902459542082,Regular
呼吁社会关注,归因信念类,2.3978952727983707,Regular
对未来感到不安,支持政策改进,32.64581766769114,Regular
对未来感到不安,制度问题,35.28671804728418,Regular
对未来感到不安,环境风险正在增加,4.605170185988091,Regular
对未来感到不安,法律法规不完善,1.3862943611198906,Regular
对未来感到不安,对信息不透明感到焦虑,18.848657747150547,Regular
对未来感到不安,技术手段不足,18.71145662563706,Regular
对未来感到不安,需要公开透明,23.113975031622278,Regular
对未来感到不安,对未来感到不安,5.347107530717469,Loop
对未来感到不安,信息披露不及时,13.121402916309204,Regular
对未来感到不安,推动法律法规完善,5.940171252720431,Regular
对未来感到不安,外部因素影响,3.6888794541139367,Regular
需要公开透明,信息披露不及时,94.42416133144066,Regular
需要公开透明,支持政策改进,117.87309161498966,Regular
需要公开透明,制度问题,52.762983183037,Regular
需要公开透明,对信息不透明感到焦虑,45.644599601962504,Regular
需要公开透明,法律法规不完善,17.470148506072878,Regular
需要公开透明,推动法律法规完善,22.541865698438798,Regular
需要公开透明,外部因素影响,5.863631175598097,Regular
需要公开透明,需要公开透明,0.0,Loop
需要公开透明,技术手段不足,8.925055424124123,Regular
信息披露不及时,支持政策改进,44.55462784137509,Regular
信息披露不及时,对信息不透明感到焦虑,88.10666399812888,Regular
信息披露不及时,技术手段不足,37.13300391168041,Regular
信息披露不及时,制度问题,24.166536474774354,Regular
信息披露不及时,外部因素影响,14.672896787767408,Regular
信息披露不及时,法律法规不完善,5.438079308923196,Regular
信息披露不及时,推动法律法规完善,9.430599768110529,Regular
信息披露不及时,信息披露不及时,0.6931471805599453,Loop
信息披露不及时,环境风险正在增加,1.0986122886681098,Regular
支持政策改进,制度问题,79.34511097707906,Regular
支持政策改进,支持政策改进,21.965208011822945,Loop
支持政策改进,环境风险正在增加,6.51025834052315,Regular
支持政策改进,推动法律法规完善,31.92185486814696,Regular
支持政策改进,技术手段不足,18.51410059275176,Regular
支持政策改进,法律法规不完善,34.10457778385953,Regular
支持政策改进,对信息不透明感到焦虑,16.95900011708644,Regular
支持政策改进,外部因素影响,9.118225083068378,Regular
制度问题,推动法律法规完善,40.98035651980302,Regular
制度问题,对信息不透明感到焦虑,15.42286630419405,Regular
制度问题,技术手段不足,13.893981569632002,Regular
制度问题,法律法规不完善,42.49066446632994,Regular
制度问题,外部因素影响,2.9957322735539913,Regular
制度问题,制度问题,0.0,Loop
环境风险正在增加,技术手段不足,5.0238805208462765,Regular
环境风险正在增加,外部因素影响,2.6390573296152584,Regular
技术手段不足,对信息不透明感到焦虑,28.919622174645845,Regular
技术手段不足,技术手段不足,1.6094379124341003,Loop
技术手段不足,法律法规不完善,8.17695386822578,Regular
技术手段不足,推动法律法规完善,11.89052593493009,Regular
技术手段不足,外部因素影响,4.736198448394496,Regular
对信息不透明感到焦虑,法律法规不完善,2.890371757896165,Regular
对信息不透明感到焦虑,推动法律法规完善,2.1972245773362196,Regular
对信息不透明感到焦虑,外部因素影响,0.0,Regular
对信息不透明感到焦虑,对信息不透明感到焦虑,0.0,Loop
推动法律法规完善,法律法规不完善,45.11534528296326,Regular
外部因素影响,外部因素影响,8.754002933494261,Loop
